RMN,Ar,At,Br,Bt,Cr,Ct,Dr,Dt
R0A-M1-N03,R02-M1-N07,R0A-M1-N07,R2A-M1-N11,R0A-M1-N11,R0A-M1-N02,R08-M1-N02,R0A-M1-N01,R0B-M1-N01
R0A-M1-N04,R0A-M1-N00,R02-M1-N00,R2A-M1-N12,R0A-M1-N12,R0E-M1-N05,R0A-M1-N05,R0A-M0-N06,R0A-M1-N06
R0A-M1-N05,R0A-M1-N01,R02-M1-N01,R2A-M1-N13,R0A-M1-N13,R0A-M1-N04,R08-M1-N04,R0A-M0-N07,R0A-M1-N07
R0A-M1-N06,R0A-M1-N02,R02-M1-N02,R2A-M1-N14,R0A-M1-N14,R0E-M1-N07,R0A-M1-N07,R0A-M1-N04,R0B-M1-N04
R0A-M1-N07,R0A-M1-N03,R02-M1-N03,R2A-M1-N15,R0A-M1-N15,R0A-M1-N06,R08-M1-N06,R0A-M1-N05,R0B-M1-N05
R0A-M1-N08,R02-M1-N12,R0A-M1-N12,R0A-M1-N00,R1A-M1-N00,R0E-M1-N09,R0A-M1-N09,R0A-M0-N10,R0A-M1-N10
R0A-M1-N09,R02-M1-N13,R0A-M1-N13,R0A-M1-N01,R1A-M1-N01,R0A-M1-N08,R08-M1-N08,R0A-M0-N11,R0A-M1-N11
R0A-M1-N10,R02-M1-N14,R0A-M1-N14,R0A-M1-N02,R1A-M1-N02,R0E-M1-N11,R0A-M1-N11,R0A-M1-N08,R0B-M1-N08
R0A-M1-N11,R02-M1-N15,R0A-M1-N15,R0A-M1-N03,R1A-M1-N03,R0A-M1-N10,R08-M1-N10,R0A-M1-N09,R0B-M1-N09
R0A-M1-N12,R0A-M1-N08,R02-M1-N08,R0A-M1-N04,R1A-M1-N04,R0E-M1-N13,R0A-M1-N13,R0A-M0-N14,R0A-M1-N14
R0A-M1-N13,R0A-M1-N09,R02-M1-N09,R0A-M1-N05,R1A-M1-N05,R0A-M1-N12,R08-M1-N12,R0A-M0-N15,R0A-M1-N15
R0A-M1-N14,R0A-M1-N10,R02-M1-N10,R0A-M1-N06,R1A-M1-N06,R0E-M1-N15,R0A-M1-N15,R0A-M1-N12,R0B-M1-N12
R0A-M1-N15,R0A-M1-N11,R02-M1-N11,R0A-M1-N07,R1A-M1-N07,R0A-M1-N14,R08-M1-N14,R0A-M1-N13,R0B-M1-N13
R0B-M0-N00,R03-M0-N04,R0B-M0-N04,R2B-M0-N08,R0B-M0-N08,R0F-M0-N01,R0B-M0-N01,R0B-M1-N02,R0B-M0-N02
R0B-M0-N01,R03-M0-N05,R0B-M0-N05,R2B-M0-N09,R0B-M0-N09,R0B-M0-N00,R09-M0-N00,R0B-M1-N03,R0B-M0-N03
R0B-M0-N02,R03-M0-N06,R0B-M0-N06,R2B-M0-N10,R0B-M0-N10,R0F-M0-N03,R0B-M0-N03,R0B-M0-N00,R0A-M0-N00
R0B-M0-N03,R03-M0-N07,R0B-M0-N07,R2B-M0-N11,R0B-M0-N11,R0B-M0-N02,R09-M0-N02,R0B-M0-N01,R0A-M0-N01
R0B-M0-N04,R0B-M0-N00,R03-M0-N00,R2B-M0-N12,R0B-M0-N12,R0F-M0-N05,R0B-M0-N05,R0B-M1-N06,R0B-M0-N06
R0B-M0-N05,R0B-M0-N01,R03-M0-N01,R2B-M0-N13,R0B-M0-N13,R0B-M0-N04,R09-M0-N04,R0B-M1-N07,R0B-M0-N07
R0B-M0-N06,R0B-M0-N02,R03-M0-N02,R2B-M0-N14,R0B-M0-N14,R0F-M0-N07,R0B-M0-N07,R0B-M0-N04,R0A-M0-N04
R0B-M0-N07,R0B-M0-N03,R03-M0-N03,R2B-M0-N15,R0B-M0-N15,R0B-M0-N06,R09-M0-N06,R0B-M0-N05,R0A-M0-N05
R0B-M0-N08,R03-M0-N12,R0B-M0-N12,R0B-M0-N00,R1B-M0-N00,R0F-M0-N09,R0B-M0-N09,R0B-M1-N10,R0B-M0-N10
R0B-M0-N09,R03-M0-N13,R0B-M0-N13,R0B-M0-N01,R1B-M0-N01,R0B-M0-N08,R09-M0-N08,R0B-M1-N11,R0B-M0-N11
R0B-M0-N10,R03-M0-N14,R0B-M0-N14,R0B-M0-N02,R1B-M0-N02,R0F-M0-N11,R0B-M0-N11,R0B-M0-N08,R0A-M0-N08
R0B-M0-N11,R03-M0-N15,R0B-M0-N15,R0B-M0-N03,R1B-M0-N03,R0B-M0-N10,R09-M0-N10,R0B-M0-N09,R0A-M0-N09
R0B-M0-N12,R0B-M0-N08,R03-M0-N08,R0B-M0-N04,R1B-M0-N04,R0F-M0-N13,R0B-M0-N13,R0B-M1-N14,R0B-M0-N14
R0B-M0-N13,R0B-M0-N09,R03-M0-N09,R0B-M0-N05,R1B-M0-N05,R0B-M0-N12,R09-M0-N12,R0B-M1-N15,R0B-M0-N15
R0B-M0-N14,R0B-M0-N10,R03-M0-N10,R0B-M0-N06,R1B-M0-N06,R0F-M0-N15,R0B-M0-N15,R0B-M0-N12,R0A-M0-N12
R0B-M0-N15,R0B-M0-N11,R03-M0-N11,R0B-M0-N07,R1B-M0-N07,R0B-M0-N14,R09-M0-N14,R0B-M0-N13,R0A-M0-N13
R0B-M1-N00,R03-M1-N04,R0B-M1-N04,R2B-M1-N08,R0B-M1-N08,R0F-M1-N01,R0B-M1-N01,R0A-M1-N02,R0B-M1-N02
R0B-M1-N01,R03-M1-N05,R0B-M1-N05,R2B-M1-N09,R0B-M1-N09,R0B-M1-N00,R09-M1-N00,R0A-M1-N03,R0B-M1-N03
R0B-M1-N02,R03-M1-N06,R0B-M1-N06,R2B-M1-N10,R0B-M1-N10,R0F-M1-N03,R0B-M1-N03,R0B-M1-N00,R0B-M0-N00
R0B-M1-N03,R03-M1-N07,R0B-M1-N07,R2B-M1-N11,R0B-M1-N11,R0B-M1-N02,R09-M1-N02,R0B-M1-N01,R0B-M0-N01
R0B-M1-N04,R0B-M1-N00,R03-M1-N00,R2B-M1-N12,R0B-M1-N12,R0F-M1-N05,R0B-M1-N05,R0A-M1-N06,R0B-M1-N06
R0B-M1-N05,R0B-M1-N01,R03-M1-N01,R2B-M1-N13,R0B-M1-N13,R0B-M1-N04,R09-M1-N04,R0A-M1-N07,R0B-M1-N07
R0B-M1-N06,R0B-M1-N02,R03-M1-N02,R2B-M1-N14,R0B-M1-N14,R0F-M1-N07,R0B-M1-N07,R0B-M1-N04,R0B-M0-N04
R0B-M1-N07,R0B-M1-N03,R03-M1-N03,R2B-M1-N15,R0B-M1-N15,R0B-M1-N06,R09-M1-N06,R0B-M1-N05,R0B-M0-N05
R0B-M1-N08,R03-M1-N12,R0B-M1-N12,R0B-M1-N00,R1B-M1-N00,R0F-M1-N09,R0B-M1-N09,R0A-M1-N10,R0B-M1-N10
R0B-M1-N09,R03-M1-N13,R0B-M1-N13,R0B-M1-N01,R1B-M1-N01,R0B-M1-N08,R09-M1-N08,R0A-M1-N11,R0B-M1-N11
R0B-M1-N10,R03-M1-N14,R0B-M1-N14,R0B-M1-N02,R1B-M1-N02,R0F-M1-N11,R0B-M1-N11,R0B-M1-N08,R0B-M0-N08
R0B-M1-N11,R03-M1-N15,R0B-M1-N15,R0B-M1-N03,R1B-M1-N03,R0B-M1-N10,R09-M1-N10,R0B-M1-N09,R0B-M0-N09
R0B-M1-N12,R0B-M1-N08,R03-M1-N08,R0B-M1-N04,R1B-M1-N04,R0F-M1-N13,R0B-M1-N13,R0A-M1-N14,R0B-M1-N14
R0B-M1-N13,R0B-M1-N09,R03-M1-N09,R0B-M1-N05,R1B-M1-N05,R0B-M1-N12,R09-M1-N12,R0A-M1-N15,R0B-M1-N15
R0B-M1-N14,R0B-M1-N10,R03-M1-N10,R0B-M1-N06,R1B-M1-N06,R0F-M1-N15,R0B-M1-N15,R0B-M1-N12,R0B-M0-N12
R0B-M1-N15,R0B-M1-N11,R03-M1-N11,R0B-M1-N07,R1B-M1-N07,R0B-M1-N14,R09-M1-N14,R0B-M1-N13,R0B-M0-N13
R0C-M0-N00,R04-M0-N04,R0C-M0-N04,R2C-M0-N08,R0C-M0-N08,R08-M0-N01,R0C-M0-N01,R0D-M0-N02,R0C-M0-N02
R0C-M0-N01,R04-M0-N05,R0C-M0-N05,R2C-M0-N09,R0C-M0-N09,R0C-M0-N00,R0E-M0-N00,R0D-M0-N03,R0C-M0-N03
R0C-M0-N02,R04-M0-N06,R0C-M0-N06,R2C-M0-N10,R0C-M0-N10,R08-M0-N03,R0C-M0-N03,R0C-M0-N00,R0C-M1-N00
R0C-M0-N03,R04-M0-N07,R0C-M0-N07,R2C-M0-N11,R0C-M0-N11,R0C-M0-N02,R0E-M0-N02,R0C-M0-N01,R0C-M1-N01
R0C-M0-N04,R0C-M0-N00,R04-M0-N00,R2C-M0-N12,R0C-M0-N12,R08-M0-N05,R0C-M0-N05,R0D-M0-N06,R0C-M0-N06
R0C-M0-N05,R0C-M0-N01,R04-M0-N01,R2C-M0-N13,R0C-M0-N13,R0C-M0-N04,R0E-M0-N04,R0D-M0-N07,R0C-M0-N07
R0C-M0-N06,R0C-M0-N02,R04-M0-N02,R2C-M0-N14,R0C-M0-N14,R08-M0-N07,R0C-M0-N07,R0C-M0-N04,R0C-M1-N04
R0C-M0-N07,R0C-M0-N03,R04-M0-N03,R2C-M0-N15,R0C-M0-N15,R0C-M0-N06,R0E-M0-N06,R0C-M0-N05,R0C-M1-N05
R0C-M0-N08,R04-M0-N12,R0C-M0-N12,R0C-M0-N00,R1C-M0-N00,R08-M0-N09,R0C-M0-N09,R0D-M0-N10,R0C-M0-N10
R0C-M0-N09,R04-M0-N13,R0C-M0-N13,R0C-M0-N01,R1C-M0-N01,R0C-M0-N08,R0E-M0-N08,R0D-M0-N11,R0C-M0-N11
R0C-M0-N10,R04-M0-N14,R0C-M0-N14,R0C-M0-N02,R1C-M0-N02,R08-M0-N11,R0C-M0-N11,R0C-M0-N08,R0C-M1-N08
R0C-M0-N11,R04-M0-N15,R0C-M0-N15,R0C-M0-N03,R1C-M0-N03,R0C-M0-N10,R0E-M0-N10,R0C-M0-N09,R0C-M1-N09
R0C-M0-N12,R0C-M0-N08,R04-M0-N08,R0C-M0-N04,R1C-M0-N04,R08-M0-N13,R0C-M0-N13,R0D-M0-N14,R0C-M0-N14
R0C-M0-N13,R0C-M0-N09,R04-M0-N09,R0C-M0-N05,R1C-M0-N05,R0C-M0-N12,R0E-M0-N12,R0D-M0-N15,R0C-M0-N15
R0C-M0-N14,R0C-M0-N10,R04-M0-N10,R0C-M0-N06,R1C-M0-N06,R08-M0-N15,R0C-M0-N15,R0C-M0-N12,R0C-M1-N12
R0C-M0-N15,R0C-M0-N11,R04-M0-N11,R0C-M0-N07,R1C-M0-N07,R0C-M0-N14,R0E-M0-N14,R0C-M0-N13,R0C-M1-N13
R0C-M1-N00,R04-M1-N04,R0C-M1-N04,R2C-M1-N08,R0C-M1-N08,R08-M1-N01,R0C-M1-N01,R0C-M0-N02,R0C-M1-N02
R0C-M1-N01,R04-M1-N05,R0C-M1-N05,R2C-M1-N09,R0C-M1-N09,R0C-M1-N00,R0E-M1-N00,R0C-M0-N03,R0C-M1-N03
R0C-M1-N02,R04-M1-N06,R0C-M1-N06,R2C-M1-N10,R0C-M1-N10,R08-M1-N03,R0C-M1-N03,R0C-M1-N00,R0D-M1-N00
R0C-M1-N03,R04-M1-N07,R0C-M1-N07,R2C-M1-N11,R0C-M1-N11,R0C-M1-N02,R0E-M1-N02,R0C-M1-N01,R0D-M1-N01
R0C-M1-N04,R0C-M1-N00,R04-M1-N00,R2C-M1-N12,R0C-M1-N12,R08-M1-N05,R0C-M1-N05,R0C-M0-N06,R0C-M1-N06
R0C-M1-N05,R0C-M1-N01,R04-M1-N01,R2C-M1-N13,R0C-M1-N13,R0C-M1-N04,R0E-M1-N04,R0C-M0-N07,R0C-M1-N07
R0C-M1-N06,R0C-M1-N02,R04-M1-N02,R2C-M1-N14,R0C-M1-N14,R08-M1-N07,R0C-M1-N07,R0C-M1-N04,R0D-M1-N04
R0C-M1-N07,R0C-M1-N03,R04-M1-N03,R2C-M1-N15,R0C-M1-N15,R0C-M1-N06,R0E-M1-N06,R0C-M1-N05,R0D-M1-N05
R0C-M1-N08,R04-M1-N12,R0C-M1-N12,R0C-M1-N00,R1C-M1-N00,R08-M1-N09,R0C-M1-N09,R0C-M0-N10,R0C-M1-N10
R0C-M1-N09,R04-M1-N13,R0C-M1-N13,R0C-M1-N01,R1C-M1-N01,R0C-M1-N08,R0E-M1-N08,R0C-M0-N11,R0C-M1-N11
R0C-M1-N10,R04-M1-N14,R0C-M1-N14,R0C-M1-N02,R1C-M1-N02,R08-M1-N11,R0C-M1-N11,R0C-M1-N08,R0D-M1-N08
R0C-M1-N11,R04-M1-N15,R0C-M1-N15,R0C-M1-N03,R1C-M1-N03,R0C-M1-N10,R0E-M1-N10,R0C-M1-N09,R0D-M1-N09
R0C-M1-N12,R0C-M1-N08,R04-M1-N08,R0C-M1-N04,R1C-M1-N04,R08-M1-N13,R0C-M1-N13,R0C-M0-N14,R0C-M1-N14
R0C-M1-N13,R0C-M1-N09,R04-M1-N09,R0C-M1-N05,R1C-M1-N05,R0C-M1-N12,R0E-M1-N12,R0C-M0-N15,R0C-M1-N15
R0C-M1-N14,R0C-M1-N10,R04-M1-N10,R0C-M1-N06,R1C-M1-N06,R08-M1-N15,R0C-M1-N15,R0C-M1-N12,R0D-M1-N12
R0C-M1-N15,R0C-M1-N11,R04-M1-N11,R0C-M1-N07,R1C-M1-N07,R0C-M1-N14,R0E-M1-N14,R0C-M1-N13,R0D-M1-N13
R0D-M0-N00,R05-M0-N04,R0D-M0-N04,R2D-M0-N08,R0D-M0-N08,R09-M0-N01,R0D-M0-N01,R0D-M1-N02,R0D-M0-N02
R0D-M0-N01,R05-M0-N05,R0D-M0-N05,R2D-M0-N09,R0D-M0-N09,R0D-M0-N00,R0F-M0-N00,R0D-M1-N03,R0D-M0-N03
R0D-M0-N02,R05-M0-N06,R0D-M0-N06,R2D-M0-N10,R0D-M0-N10,R09-M0-N03,R0D-M0-N03,R0D-M0-N00,R0C-M0-N00
R0D-M0-N03,R05-M0-N07,R0D-M0-N07,R2D-M0-N11,R0D-M0-N11,R0D-M0-N02,R0F-M0-N02,R0D-M0-N01,R0C-M0-N01
R0D-M0-N04,R0D-M0-N00,R05-M0-N00,R2D-M0-N12,R0D-M0-N12,R09-M0-N05,R0D-M0-N05,R0D-M1-N06,R0D-M0-N06
R0D-M0-N05,R0D-M0-N01,R05-M0-N01,R2D-M0-N13,R0D-M0-N13,R0D-M0-N04,R0F-M0-N04,R0D-M1-N07,R0D-M0-N07
R0D-M0-N06,R0D-M0-N02,R05-M0-N02,R2D-M0-N14,R0D-M0-N14,R09-M0-N07,R0D-M0-N07,R0D-M0-N04,R0C-M0-N04
R0D-M0-N07,R0D-M0-N03,R05-M0-N03,R2D-M0-N15,R0D-M0-N15,R0D-M0-N06,R0F-M0-N06,R0D-M0-N05,R0C-M0-N05
R0D-M0-N08,R05-M0-N12,R0D-M0-N12,R0D-M0-N00,R1D-M0-N00,R09-M0-N09,R0D-M0-N09,R0D-M1-N10,R0D-M0-N10
R0D-M0-N09,R05-M0-N13,R0D-M0-N13,R0D-M0-N01,R1D-M0-N01,R0D-M0-N08,R0F-M0-N08,R0D-M1-N11,R0D-M0-N11
R0D-M0-N10,R05-M0-N14,R0D-M0-N14,R0D-M0-N02,R1D-M0-N02,R09-M0-N11,R0D-M0-N11,R0D-M0-N08,R0C-M0-N08
R0D-M0-N11,R05-M0-N15,R0D-M0-N15,R0D-M0-N03,R1D-M0-N03,R0D-M0-N10,R0F-M0-N10,R0D-M0-N09,R0C-M0-N09
R0D-M0-N12,R0D-M0-N08,R05-M0-N08,R0D-M0-N04,R1D-M0-N04,R09-M0-N13,R0D-M0-N13,R0D-M1-N14,R0D-M0-N14
R0D-M0-N13,R0D-M0-N09,R05-M0-N09,R0D-M0-N05,R1D-M0-N05,R0D-M0-N12,R0F-M0-N12,R0D-M1-N15,R0D-M0-N15
R0D-M0-N14,R0D-M0-N10,R05-M0-N10,R0D-M0-N06,R1D-M0-N06,R09-M0-N15,R0D-M0-N15,R0D-M0-N12,R0C-M0-N12
R0D-M0-N15,R0D-M0-N11,R05-M0-N11,R0D-M0-N07,R1D-M0-N07,R0D-M0-N14,R0F-M0-N14,R0D-M0-N13,R0C-M0-N13
R0D-M1-N00,R05-M1-N04,R0D-M1-N04,R2D-M1-N08,R0D-M1-N08,R09-M1-N01,R0D-M1-N01,R0C-M1-N02,R0D-M1-N02
R0D-M1-N01,R05-M1-N05,R0D-M1-N05,R2D-M1-N09,R0D-M1-N09,R0D-M1-N00,R0F-M1-N00,R0C-M1-N03,R0D-M1-N03
R0D-M1-N02,R05-M1-N06,R0D-M1-N06,R2D-M1-N10,R0D-M1-N10,R09-M1-N03,R0D-M1-N03,R0D-M1-N00,R0D-M0-N00
R0D-M1-N03,R05-M1-N07,R0D-M1-N07,R2D-M1-N11,R0D-M1-N11,R0D-M1-N02,R0F-M1-N02,R0D-M1-N01,R0D-M0-N01
R0D-M1-N04,R0D-M1-N00,R05-M1-N00,R2D-M1-N12,R0D-M1-N12,R09-M1-N05,R0D-M1-N05,R0C-M1-N06,R0D-M1-N06
R0D-M1-N05,R0D-M1-N01,R05-M1-N01,R2D-M1-N13,R0D-M1-N13,R0D-M1-N04,R0F-M1-N04,R0C-M1-N07,R0D-M1-N07
R0D-M1-N06,R0D-M1-N02,R05-M1-N02,R2D-M1-N14,R0D-M1-N14,R09-M1-N07,R0D-M1-N07,R0D-M1-N04,R0D-M0-N04
R0D-M1-N07,R0D-M1-N03,R05-M1-N03,R2D-M1-N15,R0D-M1-N15,R0D-M1-N06,R0F-M1-N06,R0D-M1-N05,R0D-M0-N05
R0D-M1-N08,R05-M1-N12,R0D-M1-N12,R0D-M1-N00,R1D-M1-N00,R09-M1-N09,R0D-M1-N09,R0C-M1-N10,R0D-M1-N10
R0D-M1-N09,R05-M1-N13,R0D-M1-N13,R0D-M1-N01,R1D-M1-N01,R0D-M1-N08,R0F-M1-N08,R0C-M1-N11,R0D-M1-N11
R0D-M1-N10,R05-M1-N14,R0D-M1-N14,R0D-M1-N02,R1D-M1-N02,R09-M1-N11,R0D-M1-N11,R0D-M1-N08,R0D-M0-N08
R0D-M1-N11,R05-M1-N15,R0D-M1-N15,R0D-M1-N03,R1D-M1-N03,R0D-M1-N10,R0F-M1-N10,R0D-M1-N09,R0D-M0-N09
R0D-M1-N12,R0D-M1-N08,R05-M1-N08,R0D-M1-N04,R1D-M1-N04,R09-M1-N13,R0D-M1-N13,R0C-M1-N14,R0D-M1-N14
R0D-M1-N13,R0D-M1-N09,R05-M1-N09,R0D-M1-N05,R1D-M1-N05,R0D-M1-N12,R0F-M1-N12,R0C-M1-N15,R0D-M1-N15
R0D-M1-N14,R0D-M1-N10,R05-M1-N10,R0D-M1-N06,R1D-M1-N06,R09-M1-N15,R0D-M1-N15,R0D-M1-N12,R0D-M0-N12
R0D-M1-N15,R0D-M1-N11,R05-M1-N11,R0D-M1-N07,R1D-M1-N07,R0D-M1-N14,R0F-M1-N14,R0D-M1-N13,R0D-M0-N13
R0E-M0-N00,R06-M0-N04,R0E-M0-N04,R2E-M0-N08,R0E-M0-N08,R0C-M0-N01,R0E-M0-N01,R0F-M0-N02,R0E-M0-N02
R0E-M0-N01,R06-M0-N05,R0E-M0-N05,R2E-M0-N09,R0E-M0-N09,R0E-M0-N00,R0A-M0-N00,R0F-M0-N03,R0E-M0-N03
R0E-M0-N02,R06-M0-N06,R0E-M0-N06,R2E-M0-N10,R0E-M0-N10,R0C-M0-N03,R0E-M0-N03,R0E-M0-N00,R0E-M1-N00
R0E-M0-N03,R06-M0-N07,R0E-M0-N07,R2E-M0-N11,R0E-M0-N11,R0E-M0-N02,R0A-M0-N02,R0E-M0-N01,R0E-M1-N01
R0E-M0-N04,R0E-M0-N00,R06-M0-N00,R2E-M0-N12,R0E-M0-N12,R0C-M0-N05,R0E-M0-N05,R0F-M0-N06,R0E-M0-N06
R0E-M0-N05,R0E-M0-N01,R06-M0-N01,R2E-M0-N13,R0E-M0-N13,R0E-M0-N04,R0A-M0-N04,R0F-M0-N07,R0E-M0-N07
R0E-M0-N06,R0E-M0-N02,R06-M0-N02,R2E-M0-N14,R0E-M0-N14,R0C-M0-N07,R0E-M0-N07,R0E-M0-N04,R0E-M1-N04
R0E-M0-N07,R0E-M0-N03,R06-M0-N03,R2E-M0-N15,R0E-M0-N15,R0E-M0-N06,R0A-M0-N06,R0E-M0-N05,R0E-M1-N05
R0E-M0-N08,R06-M0-N12,R0E-M0-N12,R0E-M0-N00,R1E-M0-N00,R0C-M0-N09,R0E-M0-N09,R0F-M0-N10,R0E-M0-N10
R0E-M0-N09,R06-M0-N13,R0E-M0-N13,R0E-M0-N01,R1E-M0-N01,R0E-M0-N08,R0A-M0-N08,R0F-M0-N11,R0E-M0-N11
R0E-M0-N10,R06-M0-N14,R0E-M0-N14,R0E-M0-N02,R1E-M0-N02,R0C-M0-N11,R0E-M0-N11,R0E-M0-N08,R0E-M1-N08
R0E-M0-N11,R06-M0-N15,R0E-M0-N15,R0E-M0-N03,R1E-M0-N03,R0E-M0-N10,R0A-M0-N10,R0E-M0-N09,R0E-M1-N09
R0E-M0-N12,R0E-M0-N08,R06-M0-N08,R0E-M0-N04,R1E-M0-N04,R0C-M0-N13,R0E-M0-N13,R0F-M0-N14,R0E-M0-N14
R0E-M0-N13,R0E-M0-N09,R06-M0-N09,R0E-M0-N05,R1E-M0-N05,R0E-M0-N12,R0A-M0-N12,R0F-M0-N15,R0E-M0-N15
R0E-M0-N14,R0E-M0-N10,R06-M0-N10,R0E-M0-N06,R1E-M0-N06,R0C-M0-N15,R0E-M0-N15,R0E-M0-N12,R0E-M1-N12
R0E-M0-N15,R0E-M0-N11,R06-M0-N11,R0E-M0-N07,R1E-M0-N07,R0E-M0-N14,R0A-M0-N14,R0E-M0-N13,R0E-M1-N13
R0E-M1-N00,R06-M1-N04,R0E-M1-N04,R2E-M1-N08,R0E-M1-N08,R0C-M1-N01,R0E-M1-N01,R0E-M0-N02,R0E-M1-N02
R0E-M1-N01,R06-M1-N05,R0E-M1-N05,R2E-M1-N09,R0E-M1-N09,R0E-M1-N00,R0A-M1-N00,R0E-M0-N03,R0E-M1-N03
R0E-M1-N02,R06-M1-N06,R0E-M1-N06,R2E-M1-N10,R0E-M1-N10,R0C-M1-N03,R0E-M1-N03,R0E-M1-N00,R0F-M1-N00
R0E-M1-N03,R06-M1-N07,R0E-M1-N07,R2E-M1-N11,R0E-M1-N11,R0E-M1-N02,R0A-M1-N02,R0E-M1-N01,R0F-M1-N01
R0E-M1-N04,R0E-M1-N00,R06-M1-N00,R2E-M1-N12,R0E-M1-N12,R0C-M1-N05,R0E-M1-N05,R0E-M0-N06,R0E-M1-N06
R0E-M1-N05,R0E-M1-N01,R06-M1-N01,R2E-M1-N13,R0E-M1-N13,R0E-M1-N04,R0A-M1-N04,R0E-M0-N07,R0E-M1-N07
R0E-M1-N06,R0E-M1-N02,R06-M1-N02,R2E-M1-N14,R0E-M1-N14,R0C-M1-N07,R0E-M1-N07,R0E-M1-N04,R0F-M1-N04
R0E-M1-N07,R0E-M1-N03,R06-M1-N03,R2E-M1-N15,R0E-M1-N15,R0E-M1-N06,R0A-M1-N06,R0E-M1-N05,R0F-M1-N05
R0E-M1-N08,R06-M1-N12,R0E-M1-N12,R0E-M1-N00,R1E-M1-N00,R0C-M1-N09,R0E-M1-N09,R0E-M0-N10,R0E-M1-N10
R0E-M1-N09,R06-M1-N13,R0E-M1-N13,R0E-M1-N01,R1E-M1-N01,R0E-M1-N08,R0A-M1-N08,R0E-M0-N11,R0E-M1-N11
R0E-M1-N10,R06-M1-N14,R0E-M1-N14,R0E-M1-N02,R1E-M1-N02,R0C-M1-N11,R0E-M1-N11,R0E-M1-N08,R0F-M1-N08
R0E-M1-N11,R06-M1-N15,R0E-M1-N15,R0E-M1-N03,R1E-M1-N03,R0E-M1-N10,R0A-M1-N10,R0E-M1-N09,R0F-M1-N09
R0E-M1-N12,R0E-M1-N08,R06-M1-N08,R0E-M1-N04,R1E-M1-N04,R0C-M1-N13,R0E-M1-N13,R0E-M0-N14,R0E-M1-N14
R0E-M1-N13,R0E-M1-N09,R06-M1-N09,R0E-M1-N05,R1E-M1-N05,R0E-M1-N12,R0A-M1-N12,R0E-M0-N15,R0E-M1-N15
R0E-M1-N14,R0E-M1-N10,R06-M1-N10,R0E-M1-N06,R1E-M1-N06,R0C-M1-N15,R0E-M1-N15,R0E-M1-N12,R0F-M1-N12
R0E-M1-N15,R0E-M1-N11,R06-M1-N11,R0E-M1-N07,R1E-M1-N07,R0E-M1-N14,R0A-M1-N14,R0E-M1-N13,R0F-M1-N13
R0F-M0-N00,R07-M0-N04,R0F-M0-N04,R2F-M0-N08,R0F-M0-N08,R0D-M0-N01,R0F-M0-N01,R0F-M1-N02,R0F-M0-N02
R0F-M0-N01,R07-M0-N05,R0F-M0-N05,R2F-M0-N09,R0F-M0-N09,R0F-M0-N00,R0B-M0-N00,R0F-M1-N03,R0F-M0-N03
R0F-M0-N02,R07-M0-N06,R0F-M0-N06,R2F-M0-N10,R0F-M0-N10,R0D-M0-N03,R0F-M0-N03,R0F-M0-N00,R0E-M0-N00
R0F-M0-N03,R07-M0-N07,R0F-M0-N07,R2F-M0-N11,R0F-M0-N11,R0F-M0-N02,R0B-M0-N02,R0F-M0-N01,R0E-M0-N01
R0F-M0-N04,R0F-M0-N00,R07-M0-N00,R2F-M0-N12,R0F-M0-N12,R0D-M0-N05,R0F-M0-N05,R0F-M1-N06,R0F-M0-N06
R0F-M0-N05,R0F-M0-N01,R07-M0-N01,R2F-M0-N13,R0F-M0-N13,R0F-M0-N04,R0B-M0-N04,R0F-M1-N07,R0F-M0-N07
R0F-M0-N06,R0F-M0-N02,R07-M0-N02,R2F-M0-N14,R0F-M0-N14,R0D-M0-N07,R0F-M0-N07,R0F-M0-N04,R0E-M0-N04
R0F-M0-N07,R0F-M0-N03,R07-M0-N03,R2F-M0-N15,R0F-M0-N15,R0F-M0-N06,R0B-M0-N06,R0F-M0-N05,R0E-M0-N05
R0F-M0-N08,R07-M0-N12,R0F-M0-N12,R0F-M0-N00,R1F-M0-N00,R0D-M0-N09,R0F-M0-N09,R0F-M1-N10,R0F-M0-N10
R0F-M0-N09,R07-M0-N13,R0F-M0-N13,R0F-M0-N01,R1F-M0-N01,R0F-M0-N08,R0B-M0-N08,R0F-M1-N11,R0F-M0-N11
R0F-M0-N10,R07-M0-N14,R0F-M0-N14,R0F-M0-N02,R1F-M0-N02,R0D-M0-N11,R0F-M0-N11,R0F-M0-N08,R0E-M0-N08
R0F-M0-N11,R07-M0-N15,R0F-M0-N15,R0F-M0-N03,R1F-M0-N03,R0F-M0-N10,R0B-M0-N10,R0F-M0-N09,R0E-M0-N09
R0F-M0-N12,R0F-M0-N08,R07-M0-N08,R0F-M0-N04,R1F-M0-N04,R0D-M0-N13,R0F-M0-N13,R0F-M1-N14,R0F-M0-N14
R0F-M0-N13,R0F-M0-N09,R07-M0-N09,R0F-M0-N05,R1F-M0-N05,R0F-M0-N12,R0B-M0-N12,R0F-M1-N15,R0F-M0-N15
R0F-M0-N14,R0F-M0-N10,R07-M0-N10,R0F-M0-N06,R1F-M0-N06,R0D-M0-N15,R0F-M0-N15,R0F-M0-N12,R0E-M0-N12
R0F-M0-N15,R0F-M0-N11,R07-M0-N11,R0F-M0-N07,R1F-M0-N07,R0F-M0-N14,R0B-M0-N14,R0F-M0-N13,R0E-M0-N13
